On,Off,Ms,Scs,Dev,|,freq,Nd=0,Nd=1,Nd=10,Nd=11,Nd=12,Nd=13,Nd=14,Nd=2,Nd=3,Nd=4,Nd=5,Nd=6,Nd=7,Nd=8,Nd=9,|2,Nd=03,Nd=15,Nd=106,Nd=117,Nd=128,Nd=139,Nd=1410,Nd=211,Nd=312,Nd=413,Nd=514,Nd=615,Nd=716,Nd=817,Nd=918,rule,#correct,%correct,p(rule),p(margin),dev_same_as_rule
1,1,1,3,5,|,13,0,0,0,0,0,0,0,0,0,0,38.462,53.846,7.692,0,0,|,0,0,0,0,0,0,0,0.031,0.574,10.802,47.943,36.799,3.664,0.083,0.106,5,5,38.462,0,0.612,1
2,0,3,4,10,|,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,|,0,0,55.768,9.275,0.512,0.221,0.065,0,0,0,0,0,0,2.03,32.131,10,2,50,0.31,0.037,1
2,0,3,4,11,|,3,0,0,33.333,66.667,0,0,0,0,0,0,0,0,0,0,0,|,0,0,33.869,54.768,8.694,0.378,0.112,0,0,0,0,0,0,0.068,2.11,11,2,66.667,0.312,0,1
2,0,3,4,12,|,2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,|,0,0,2.207,32.993,56.38,7.342,0.971,0,0,0,0,0,0,0,0.107,12,0,0,0.977,0.105,1
2,0,3,4,13,|,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,|,0,0,0,2.009,37.041,54.662,6.288,0,0,0,0,0,0,0,0,13,0,0,1,1,1
2,2,3,4,6,|,13,0,0,0,0,0,0,0,0,0,0,46.154,38.462,7.692,7.692,0,|,0,0,0.054,0.033,0.043,0,0.107,0,0.023,0.623,26.443,60.077,11.258,1.098,0.242,6,5,38.462,0,0.45,1
2,0,3,5,10,|,2,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,|,0,0,75.566,3.6,0,0,0,0,0,0,0,0,4.23,3.857,12.748,10,1,50,0.896,0.542,1
2,0,4,2,4,|,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,|,0,0,0.043,0.017,0.009,0.007,0.115,0,16.454,56.356,17.431,8.864,0.524,0.145,0.036,4,0,0,1,1,1
0,1,5,4,5,|,154,0,0,0,0,0,0,0,0,3.896,55.844,38.312,1.299,0.649,0,0,|,0,0.098,0,0.002,0,0,0,0.078,1.412,32.361,57.286,8.422,0.295,0.044,0.002,5,59,38.312,0,0,1
1,1,1,3,9,|,34,0,0,47.059,14.706,0,0,0,0,0,0,0,0,0,0,38.235,|,0,0,30.39,4.319,0.505,0,0.054,0,0,0,0,0.036,8.023,14.478,42.195,9,13,38.235,0,0,1
2,0,0,2,9,|,21,0,0,33.333,4.762,0,0,0,0,0,0,0,0,0,23.81,38.095,|,0,0,19.75,2.577,0.49,0.136,0.488,0,0,0,0,0.001,0.145,11.049,65.364,9,8,38.095,0,0,1
0,0,3,3,11,|,158,0,0,24.684,37.975,13.291,2.532,0,0,0,0,0,0,0.633,0,20.886,|,0,0,18.479,38.972,21.898,2.294,0.211,0,0,0,0,0,0.258,0.244,17.644,11,60,37.975,0,0,1
0,1,2,4,3,|,37,0,0,0,0,0,0,0,16.216,37.838,13.514,21.622,10.811,0,0,0,|,0,0.322,0,0,0,0,0,20.446,47.082,9.357,13.74,9.053,0,0,0,3,14,37.838,0,0,1
2,0,4,2,10,|,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,69.915,10.727,1.045,0.109,0.121,0,0,0,0.003,0.022,0.004,0.496,17.557,10,1,100,1,1,1
2,0,4,2,11,|,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,|,0,0,20.299,66.645,11.23,1.08,0.204,0,0,0,0,0.016,0.013,0.023,0.49,11,1,100,1,1,1
2,0,4,2,13,|,3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,|,0,0,0.031,0.343,24.049,66.177,9.347,0,0,0,0.009,0.028,0.017,0,0,13,3,100,0.139,0,1
2,0,4,2,14,|,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,|,0,0,0,0.016,0.174,7.307,92.258,0,0,0.003,0,0.064,0.107,0.071,0,14,1,100,1,1,1
2,0,4,3,6,|,2,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,|,0,0,0,0,0.019,0,0,0,0.091,2.765,16.071,51.363,26.466,2.846,0.379,6,1,50,0.992,1,1
2,0,4,3,7,|,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,|,0,0,0.342,0.024,0.02,0.015,0.015,0,0,0.027,6.041,18.305,42.57,29.285,3.356,7,2,100,0.997,1,1
2,0,4,3,8,|,6,0,0,0,0,0,0,0,0,0,0,0,0,0,83.333,16.667,|,0,0,3.036,0.172,0.024,0.018,0.009,0,0,0,0,12.355,18.243,41.888,24.256,8,5,83.333,0.145,0.615,1
2,0,4,3,9,|,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,|,0,0,24.29,2.574,0.271,0,0.025,0,0,0,0,0.09,13.419,18.917,40.415,9,4,80,0.558,0.476,1
2,0,4,3,10,|,5,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,44.937,18.526,2.495,0.147,0.037,0,0,0,0,0.062,0.062,15.722,18.012,10,5,100,0.253,0.01,1
2,0,4,3,11,|,2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,|,0,0,21.925,39.438,19.114,1.468,0.067,0,0,0,0,0,0.205,0.226,17.557,11,2,100,0.999,0.875,1
2,0,4,3,12,|,5,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,|,0,0,24.573,20.663,37.441,14.926,1.817,0,0,0,0,0.172,0,0,0.407,12,2,40,0.382,0,1
2,0,4,3,14,|,2,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,|,0,0,0,0.611,9.03,11.075,78.996,0,0,0,0,0,0,0,0.288,14,2,100,0.852,0.106,1
2,0,4,4,6,|,3,0,0,0,0,0,0,0,0,0,0,33.333,66.667,0,0,0,|,0,0,0.01,0.005,0.004,0,0.004,0,0.051,1.348,38.489,53.76,5.893,0.371,0.066,6,2,66.667,0.264,0.998,1
2,0,4,4,7,|,2,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,|,0,0,0.04,0.012,0.009,0.007,0.002,0,0,0.026,1.876,36.459,53.303,7.887,0.378,7,1,50,0.98,1,1
2,0,4,4,8,|,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,|,0,0,0.561,0.057,0.018,0,0,0,0,0,0.044,2.297,34.498,54.075,8.45,8,1,100,1,1,1
2,0,4,4,11,|,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,|,0,0,38.194,51.972,6.892,0.23,0.053,0,0,0,0,0,0,0.092,2.566,11,1,100,1,1,1
2,0,4,4,12,|,2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,|,0,0,2.979,37.474,53.5,5.345,0.546,0,0,0,0,0,0,0,0.156,12,0,0,0.978,0.129,1
2,0,4,5,6,|,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,|,0,0,0,0.03,0.028,0,0.015,0,0,0,4.324,91.897,3.349,0.265,0.092,6,1,100,1,1,1
2,0,5,2,5,|,3,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,|,0,0,0.004,0.001,0,0.001,0.009,0,0.124,16.602,67.108,14.85,1.141,0.139,0.021,5,0,0,0.146,0.984,1
2,0,5,2,6,|,3,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,|,0,0,0.014,0.005,0.001,0.001,0.008,0,0.01,0.202,19.844,69.326,9.699,0.816,0.074,6,3,100,0.106,0.993,1
0,2,1,4,4,|,32,0,0,0,0,0,0,0,3.125,40.625,37.5,9.375,9.375,0,0,0,|,0.208,0,0,0,0,0,0,1.48,29.315,35.942,16.208,14.5,1.628,0.233,0.484,4,12,37.5,0,0,1
2,0,5,2,8,|,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,|,0,0,0.94,0.055,0.013,0.006,0.017,0,0,0,0.009,0.639,22.123,67.204,8.994,8,0,0,0.948,0.995,1
2,0,5,2,9,|,3,0,0,33.333,0,0,0,0,0,0,0,0,0,0,66.667,0,|,0,0,10.854,0.721,0.063,0.014,0.027,0,0,0,0.005,0.01,0.568,22.482,65.255,9,0,0,0.166,0.162,1
2,0,5,2,11,|,2,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,|,0,0,25.227,65.014,8.037,0.761,0.113,0,0,0,0,0.046,0.03,0.044,0.728,11,1,50,0.955,0.299,1
2,0,5,2,12,|,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,|,0,0,0.729,25.455,63.295,9.582,0.736,0,0,0,0,0.029,0.117,0.03,0.026,12,1,100,1,1,1
2,0,5,3,10,|,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,|,0,0,42.07,13.614,1.345,0.078,0.015,0,0,0,0,0.132,0.111,22.493,20.142,10,0,0,1,1,1
2,0,5,3,12,|,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,33.89,22.37,29.738,11.674,1.12,0,0,0,0,0.536,0,0,0.671,10,1,100,1,1,0
2,0,5,4,5,|,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,|,0,0,0,0.002,0.001,0,0,0,1.809,30.392,57.673,9.703,0.356,0.061,0.003,5,0,0,1,1,1
2,0,5,4,6,|,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,|,0,0,0.004,0.001,0.001,0,0.001,0,0.089,2.135,44.583,48.454,4.475,0.226,0.031,6,1,100,1,1,1
2,0,5,5,14,|,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,|,0,0,0,0,5.322,12.72,50.786,0,0,0,0,31.173,0,0,0,14,1,100,1,1,1
2,1,0,2,5,|,4,0,0,0,0,0,0,0,0,0,0,25,50,25,0,0,|,0,0,0.178,0.112,0.075,0.134,3.153,0,0.029,6.1,53.953,29.405,5.018,1.342,0.501,5,1,25,0.426,0.999,1
1,1,5,4,10,|,24,0,0,37.5,8.333,0,0,0,0,0,0,0,0,0,0,54.167,|,0,0,48.6,4.877,0.159,0.049,0.008,0,0,0,0,0,0,4.052,42.254,10,9,37.5,0,0,1
0,0,4,4,4,|,16,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,0,0,|,0.103,0,0,0,0,0,0,1.615,35.253,44.16,12.936,5.637,0.256,0.018,0.023,4,6,37.5,0,0,1
0,1,4,3,11,|,16,0,0,50,37.5,6.25,0,0,0,0,0,0,0,0,0,6.25,|,0,0,20.989,38.933,18.313,1.361,0.076,0,0,0,0,0,0.265,0.255,19.807,11,6,37.5,0,0,1
0,2,1,2,13,|,16,0,0,0,0,25,37.5,37.5,0,0,0,0,0,0,0,0,|,0,0,0.009,0.166,17.885,59.68,22.256,0,0,0,0,0.001,0.002,0,0,13,6,37.5,0,0,1
0,2,0,2,6,|,8,0,0,0,0,0,0,0,0,0,0,12.5,37.5,50,0,0,|,0,0.001,0.225,0.157,0.112,0.075,4.345,0.001,0.002,0.059,9.411,61.175,20.32,3.504,0.613,6,3,37.5,0,0.908,1
0,2,2,4,4,|,8,0,0,0,0,0,0,0,0,37.5,37.5,25,0,0,0,0,|,0.103,0,0,0,0,0,0,1.053,26.469,37.755,18.415,14.529,1.277,0.149,0.25,4,3,37.5,0.044,0.045,1
2,1,0,2,12,|,2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0.186,13.33,72.138,12.927,1.412,0,0,0,0,0,0.003,0.002,0.003,12,0,0,0.921,0.009,1
1,1,4,4,13,|,8,0,0,0,0,50,37.5,12.5,0,0,0,0,0,0,0,0,|,0,0,0,3.033,45.136,47.942,3.889,0,0,0,0,0,0,0,0,13,3,37.5,0,0,1
1,2,4,2,9,|,8,0,0,37.5,0,0,0,0,0,0,0,0,0,0,25,37.5,|,0,0,13.731,1.108,0.176,0.038,0.167,0,0,0,0.002,0.005,0.381,19.754,64.638,9,3,37.5,0,0,1
2,1,0,4,3,|,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,58.176,8.301,15.829,17.694,0,0,0,3,1,100,1,1,1
2,1,0,4,4,|,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,20.873,31.31,19.772,24.049,2.464,0.397,1.135,4,0,0,1,1,1
2,1,3,2,13,|,8,0,0,0,0,37.5,37.5,25,0,0,0,0,0,0,0,0,|,0,0,0.018,0.247,20.801,68.994,9.928,0,0,0,0.001,0.006,0.005,0,0,13,3,37.5,0,0,1
1,0,3,3,13,|,43,0,0,0,25.581,20.93,37.209,16.279,0,0,0,0,0,0,0,0,|,0,0,0,18.203,19.269,45.591,16.937,0,0,0,0,0,0,0,0,13,16,37.209,0,0,1
1,0,2,3,4,|,35,0,0,0,0,0,0,0,0,2.857,37.143,60,0,0,0,0,|,0,0,0.075,0,0,0,0,0.19,10.275,52.416,33.837,2.91,0.296,0,0,4,13,37.143,0,0,1
0,2,1,4,9,|,57,0,0,10.526,0,0,0,0,0,0,0,0,0,1.754,50.877,36.842,|,0,0,12.846,1.461,0.317,0.062,0.191,0,0,0.004,0,0,1.2,27.963,55.957,9,21,36.842,0,0,1
0,0,1,3,6,|,226,0,0,0,0,0,0,0,0,0,0.885,5.752,36.726,51.327,5.31,0,|,0,0,0,0,0.057,0,0,0,0.06,2.701,14.244,45.805,32.519,3.967,0.647,6,83,36.726,0,0,1
0,2,5,4,5,|,11,0,0,0,0,0,0,0,0,0,54.545,36.364,9.091,0,0,0,|,0,0.301,0,0.003,0.001,0,0.001,0.14,2.024,31.684,56.255,9.101,0.411,0.075,0.004,5,4,36.364,0,0.145,1
1,0,4,4,11,|,11,0,0,54.545,36.364,0,0,9.091,0,0,0,0,0,0,0,0,|,0,0,41.022,48.789,6.238,0.211,0.056,0,0,0,0,0,0,0.161,3.523,11,4,36.364,0,0,1
2,0,3,2,4,|,11,0,0,0,0,0,0,0,0,9.091,36.364,54.545,0,0,0,0,|,0,0,0.087,0.042,0.027,0.026,0.56,0,12.135,54.41,19.87,11.733,0.796,0.246,0.067,4,4,36.364,0,0.007,1
0,0,2,3,8,|,601,0,0,0.832,0,0,0,0,0,0,0,0,16.306,26.456,35.94,20.466,|,0,0,2.702,0.206,0.035,0.04,0.055,0,0,0,0,12.264,19.531,41.36,23.808,8,216,35.94,0,0,1
0,0,2,3,9,|,401,0,0,16.459,2.993,0.249,0,0.249,0,0,0,0,0,17.955,26.185,35.91,|,0,0,22.042,3.145,0.407,0,0.157,0,0,0,0,0.091,14.651,19.05,40.457,9,144,35.91,0,0,1
2,1,0,5,5,|,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,|,0,0,0,5.562,0,0,0,0,0,1.992,48.496,26.557,4.744,0,12.649,5,0,0,1,1,1
2,1,0,5,6,|,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,|,0,0,0,0.479,0.732,0,0.49,0,0,0,2.177,88.675,6.046,0.845,0.555,6,0,0,1,1,1
2,1,0,5,8,|,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,|,0,0,0,0.544,0,0,0,0,0,0,0.19,0.33,11.241,84.03,3.665,8,1,100,1,1,1
2,1,1,2,3,|,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,|,0,0,0.309,1.079,0.519,0.719,9.203,0,49.687,10.817,9.143,15.023,2.096,1.014,0.39,3,0,0,1,1,1
2,1,1,2,4,|,6,0,0,0,0,0,0,0,0,0,50,33.333,16.667,0,0,0,|,0,0,0.796,0.5,0.302,0.253,3.735,0,8.686,42.647,20.247,19.209,2.176,1.014,0.434,4,3,50,0.195,0.756,1
0,0,3,3,8,|,422,0,0,0.711,0.474,0,0,0,0,0,0,0,21.564,27.488,35.782,13.981,|,0,0,2.292,0.152,0.025,0.025,0.025,0,0,0,0,14.624,20.537,40.488,21.833,8,151,35.782,0,0,1
1,1,2,3,7,|,129,0,0,0.775,0,0,0,0,0,0,0,1.55,6.202,35.659,51.163,4.651,|,0,0,0.399,0.035,0.036,0.037,0.058,0,0,0.019,4.923,16.119,43.38,31.057,3.938,7,46,35.659,0,0,1
1,0,2,3,8,|,345,0,0,3.188,0,0,0,0.29,0,0,0,0,13.623,18.261,35.652,28.986,|,0,0,2.552,0.172,0.03,0.032,0.033,0,0,0,0,13.38,19.839,41.598,22.363,8,123,35.652,0,0,1
0,0,1,6,6,|,17,0,0,0,0,0,0,5.882,0,5.882,0,0,23.529,35.294,11.765,17.647,|,0,0,2.927,1.458,2.6,0,3.504,0,1.458,0,2.778,31.555,35.338,9.255,9.127,7,6,35.294,0,0.782,0
1,0,4,3,9,|,17,0,0,0,5.882,0,0,0,0,0,0,0,0,23.529,35.294,35.294,|,0,0,17.563,1.627,0.165,0,0.018,0,0,0,0,0.18,20.796,22.296,37.355,9,6,35.294,0,0,1
0,0,2,3,10,|,281,0,0,35.231,20.285,2.135,0.356,0.356,0,0,0,0,0,0,18.149,23.488,|,0,0,40.086,22.255,3.685,0.33,0.228,0,0,0,0,0.062,0.067,15.563,17.725,10,99,35.231,0,0,1
0,0,2,3,11,|,165,0,0,26.667,35.152,16.364,0.606,0,0,0,0,0,0,0.606,0.606,20,|,0,0,16.775,40.635,24.213,2.818,0.358,0,0,0,0,0,0.189,0.192,14.818,11,58,35.152,0,0,1
0,1,0,4,9,|,37,0,0,29.73,2.703,0,0,0,0,0,0,0,0,8.108,24.324,35.135,|,0,0,11.798,1.349,0.295,0.058,0.118,0,0,0.006,0,0,1.277,25.66,59.44,9,13,35.135,0,0,1
0,0,2,4,3,|,20,0,0,0,0,0,0,0,20,35,15,10,20,0,0,0,|,0,0.3,0,0,0,0,0,22.822,51.896,9.006,10.527,5.449,0,0,0,3,7,35,0,0,1
0,0,5,4,4,|,20,0,0,0,0,0,0,0,0,60,35,5,0,0,0,0,|,0.3,0,0,0,0,0,0,2.148,39.61,44.915,9.625,3.263,0.125,0.007,0.007,4,7,35,0,0,1
2,1,1,3,5,|,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,|,0,0,0,0,0,0,0,0,0.42,6.37,39.98,46.725,6.035,0.179,0.292,6,0,0,1,1,0
2,1,1,3,7,|,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,|,0,0,1.334,0.145,0.14,0.114,0.1,0,0,0.004,1.468,8.298,37.008,42.849,8.541,8,1,100,1,1,0
2,1,1,3,8,|,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,7.506,0.652,0.105,0.085,0.038,0,0,0,0,3.551,10.056,38.861,39.145,9,0,0,0.996,0.999,0
2,1,1,3,9,|,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,37.228,6.053,0.735,0,0.066,0,0,0,0,0.016,4.585,10.88,40.436,9,0,0,1,1,1
2,1,1,3,10,|,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,|,0,0,46.904,29.673,4.606,0.298,0.067,0,0,0,0,0.008,0.014,6.158,12.273,10,0,0,1,1,1
2,1,1,3,11,|,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,|,0,0,16.762,46.268,25.845,2.173,0.09,0,0,0,0,0,0.035,0.065,8.762,11,0,0,1,1,1
2,1,1,3,12,|,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,|,0,0,15.868,20.476,42.762,18.663,2.047,0,0,0,0,0.013,0,0,0.172,12,0,0,1,1,1
2,1,1,4,3,|,2,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,59.147,8.48,15.503,16.871,0,0,0,3,2,100,0.983,0.764,1
2,1,1,4,4,|,8,0,0,0,0,0,0,0,0,37.5,50,0,0,0,0,12.5,|,0,0,0,0,0,0,0,0,21.382,32.224,19.512,23.105,2.427,0.373,0.977,4,4,50,0.189,0.455,1
0,2,0,4,5,|,20,0,0,0,0,0,0,0,0,0,35,35,30,0,0,0,|,0,0.096,0,0.174,0.141,0,0.281,0.049,0.882,19.001,58.762,18.395,1.602,0.562,0.055,5,7,35,0,0.035,1
2,2,2,4,8,|,20,0,0,5,0,0,0,0,0,0,0,0,0,50,35,10,|,0,0,1.348,0.202,0.112,0,0,0,0,0,0.009,0.808,23.518,61.268,12.736,8,7,35,0,0,1
0,0,3,3,10,|,219,0,0,34.703,10.046,2.283,0.457,0,0,0,0,0,0,0.457,27.397,24.658,|,0,0,40.03,19.349,3.021,0.243,0.122,0,0,0,0,0.087,0.083,17.933,19.132,10,76,34.703,0,0,1
0,0,3,3,9,|,342,0,0,14.912,0.585,0.585,0,0.292,0,0,0,0,0,22.807,26.316,34.503,|,0,0,20.186,2.508,0.306,0,0.077,0,0,0,0,0.117,16.63,20.13,40.047,9,118,34.503,0,0,1
1,1,1,3,6,|,29,0,0,0,0,0,0,0,0,0,0,3.448,34.483,55.172,3.448,3.448,|,0,0,0,0,0.078,0,0,0,0.034,1.854,11.693,45.79,34.878,4.801,0.871,6,10,34.483,0,0.047,1
0,0,4,3,10,|,35,0,0,34.286,2.857,0,0,0,0,0,0,0,2.857,0,22.857,37.143,|,0,0,39.658,16.131,2.104,0.13,0.05,0,0,0,0,0.133,0.109,21.246,20.438,10,12,34.286,0,0,1
0,1,5,4,4,|,35,0,0,0,0,0,0,0,2.857,45.714,34.286,8.571,5.714,2.857,0,0,|,0.383,0,0,0,0,0,0,1.865,34.828,45.229,12.176,5.255,0.231,0.015,0.017,4,12,34.286,0,0,1
1,0,3,3,11,|,101,0,0,18.812,33.663,17.822,0.99,0,0,0,0,0,0,0,0.99,27.723,|,0,0,19.98,37.329,20.877,2.12,0.145,0,0,0,0,0,0.3,0.281,18.967,11,34,33.663,0,0,1
1,1,5,4,7,|,102,0,0,0,0,0,0,0,0,0,0.98,1.961,63.725,33.333,0,0,|,0,0,0.013,0.003,0.002,0.001,0,0,0,0.074,3.451,43.628,47.744,4.912,0.172,7,34,33.333,0,0,1
0,0,4,3,8,|,42,0,0,0,0,0,0,0,0,0,0,0,28.571,30.952,33.333,7.143,|,0,0,1.844,0.103,0.014,0.011,0.008,0,0,0,0,18.061,22.081,38.943,18.935,8,14,33.333,0,0,1
2,1,1,5,7,|,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,|,0,0,0,0.792,0,0.168,0,0,0,0,0.068,10.076,82.833,6.063,0,7,0,0,1,1,1
2,1,1,5,11,|,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,|,0,0,23.483,68.851,2.486,0,0,0,0,0,0,0,0,1.091,4.088,11,1,100,1,1,1
2,1,1,6,14,|,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,|,0,0,0.304,0,0.583,0,91.888,0,0,0,0.524,3.078,1.955,1.168,0.501,14,1,100,1,1,1
2,1,2,2,3,|,3,0,0,0,0,0,0,0,0,33.333,66.667,0,0,0,0,0,|,0,0,0.142,0.463,0.246,0.416,8.329,0,48.191,12.206,11.159,16.17,1.766,0.695,0.217,3,1,33.333,0.749,0.131,1
0,2,2,3,6,|,27,0,0,0,0,0,0,0,0,0,0,0,33.333,62.963,3.704,0,|,0,0,0,0,0.117,0,0,0,0.038,1.558,11.199,44.491,36.796,5.051,0.751,6,9,33.333,0,0.046,1
2,1,1,2,5,|,18,0,0,0,0,0,0,0,0,0,5.556,33.333,55.556,0,0,5.556,|,0,0,0.148,0.088,0.043,0.072,1.353,0,0.031,6.535,55.42,29.405,5.143,1.313,0.45,5,6,33.333,0,0.236,1
0,0,4,3,13,|,12,0,0,0,25,25,33.333,16.667,0,0,0,0,0,0,0,0,|,0,0,0,23.85,21.191,39.675,15.284,0,0,0,0,0,0,0,0,13,4,33.333,0,0,1
0,2,3,4,8,|,12,0,0,0,0,0,0,0,0,0,0,0,0,50,33.333,16.667,|,0,0,0.715,0.092,0.046,0,0,0,0,0,0.025,1.45,30.835,57.443,9.393,8,4,33.333,0,0.002,1
1,0,4,3,11,|,12,0,0,16.667,33.333,25,8.333,0,0,0,0,0,0,0,0,16.667,|,0,0,22.586,35.509,16.591,1.293,0.069,0,0,0,0,0,0.454,0.38,23.119,11,4,33.333,0.002,0,1
1,2,3,3,5,|,12,0,0,0,0,0,0,0,0,0,0,33.333,66.667,0,0,0,|,0,0,0,0,0,0,0,0.048,0.872,11.731,50.463,33.77,2.997,0.062,0.057,5,4,33.333,0,0.637,1
0,0,3,6,6,|,9,0,0,0,11.111,0,0,11.111,0,0,0,22.222,33.333,11.111,11.111,0,|,0,0,1.226,0.495,0.917,0,1.54,0,2.503,0,4.819,43.359,33.518,6.645,4.979,6,3,33.333,0.01,0.97,1
1,1,5,2,3,|,9,0,0,0,0,0,0,0,0,33.333,0,22.222,44.444,0,0,0,|,0,0.043,0.002,0.003,0.001,0.001,0.01,15.201,64.791,12.653,4.528,2.594,0.141,0.028,0.005,3,3,33.333,0,0,1
0,1,0,4,12,|,6,0,0,0,50,33.333,16.667,0,0,0,0,0,0,0,0,0,|,0,0,1.397,27.958,61.729,7.522,1.337,0,0,0,0,0,0,0,0.057,12,2,33.333,0.001,0,1
0,2,3,4,9,|,6,0,0,33.333,16.667,0,0,0,0,0,0,0,0,16.667,0,33.333,|,0,0,9.304,0.856,0.193,0.041,0.145,0,0,0.013,0,0,1.968,34.709,52.772,9,2,33.333,0.006,0.013,1
1,1,5,4,13,|,6,0,0,0,0,66.667,33.333,0,0,0,0,0,0,0,0,0,|,0,0,0,4.155,45.363,47.449,3.033,0,0,0,0,0,0,0,0,13,2,33.333,0.003,0,1
2,1,2,3,5,|,2,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,|,0,0,0,0,0,0,0,0,0.363,6.415,43.546,44.884,4.538,0.109,0.145,6,1,50,0.986,1,0
2,1,2,3,6,|,2,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,|,0,0,0,0,0.117,0,0,0,0.018,0.929,8.964,47.139,36.46,5.366,1.007,6,1,50,0.991,1,1
2,1,2,3,7,|,4,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,|,0,0,0.8,0.081,0.086,0.086,0.118,0,0,0.006,2.329,11.614,40.543,38.167,6.171,7,3,75,0.627,0.985,1
2,2,2,2,7,|,6,0,0,0,0,0,0,0,0,0,0,0,33.333,33.333,33.333,0,|,0,0,0.574,0.149,0.1,0.011,1.476,0,0,0,0.073,9.635,65.305,20.135,2.542,7,2,33.333,0.001,0.467,1
1,1,1,3,14,|,3,0,0,0,33.333,0,33.333,33.333,0,0,0,0,0,0,0,0,|,0,0,0,0.484,7.956,10.838,80.579,0,0,0,0,0,0,0,0.142,14,1,33.333,0.019,0,1
2,1,2,3,10,|,5,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,|,0,0,45.234,26.602,4.557,0.36,0.127,0,0,0,0,0.017,0.025,8.821,14.258,10,3,60,0.21,0.002,1
2,1,2,3,11,|,6,0,0,16.667,50,0,0,16.667,0,0,0,0,0,0,0,16.667,|,0,0,16.778,43.051,26.539,2.73,0.176,0,0,0,0,0,0.064,0.097,10.565,11,3,50,0.111,0,1
2,1,2,3,12,|,2,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,|,0,0,14.907,17.882,41.212,22.004,3.773,0,0,0,0,0.028,0,0,0.194,12,1,50,0.999,0.422,1
2,1,2,3,13,|,2,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,|,0,0,0,16.835,19.643,47.069,16.454,0,0,0,0,0,0,0,0,13,1,50,0.997,0.061,1
2,0,0,4,14,|,3,0,0,0,0,0,33.333,33.333,0,0,0,0,0,0,33.333,0,|,0,0,0,0,0.241,11.636,88.089,0,0,0,0,0.016,0,0.017,0,14,1,33.333,0.003,0,1
